autor,title,source,issue,year,session,keywords,abstract,id,link,
"MACHADO, Raquel Bernadete; PEREIRA, Ana Maria","Análise do padrão RDA: um estudo aplicado em teses e dissertações em literatura e cinema@pt-BR","Revista Digital de Biblioteconomia & Ciência da Informação","n. 1, v. 15, p. 130-147","2017","Artigo</a>","Rda; Resource description and access; Cataloging rules; 1 ciencia da informacao; Biblioteconomia; Regra de catalogacao; Representacao da informacao; Registro bibliografico; Tese e dissertacao; Catalogacao; Library science; Information science; Librarianship; Bibliographic record; Cataloging","O Resource Description and Access (RDA) é a nova diretriz para a catalogação desenvolvida para substituir o Código de Catalogação Anglo-Americano, segunda edição (AACR2), com a finalidade de melhorar a recuperação da informação. Nesse sentido, a presente pesquisa objetiva analisar como os registros bibliográficos de teses e dissertações das áreas de literatura e cinema serão modificados com os padrões do código RDA. A pesquisa caracteriza-se como qualitativa aplicada de caráter exploratório e descritivo, e utiliza como método o estudo de caso. Os resultados do estudo apontaram que a descrição bibliográfica apresenta modificações significativas correspondentes ao formato, conteúdo e mídia de um recurso. Com base na análise dos registros e dos resultados obtidos, pode-se concluir que o catalogador precisa despender mais atenção, conhecimento e tempo na sua prática, o que sugere a esse profissional a necessidade de educação continuada.@pt-BR The Resource Description and Access (RDA) is the new guideline for cataloging developed for to replace the Anglo-American Cataloging Rules, Second Edition (AACR2) with the purpose of to improve information retrieval. In this sense, this research aims to analyze how bibliographic records of theses and dissertations on areas of literature and cinema will be modified with the RDA standards. The research is characterized as qualitative applied exploratory and descriptive and used as method the case study. The results of the study pointed out that the bibliographic description presents significant changes in referring to the format, content and media of a resource. Based on the analysis of the records and the results obtained, it can be concluded that the cataloger needs to spend more attention, knowledge and time in your practicing, suggesting to this professional the need for continuing education.@en ","40021","https://brapci.inf.br/index.php/res/v/40021","https://brapci.inf.br/https://brapci.inf.br/index.php/res/download/114465"
"CERRAO, Natalia Gallo; CASTRO, Fabiano Ferreira de","Perfil de aplicação de metadados baseado em FRBR e RDA@0","Encontro Nacional de Pesquisa e Pós-graduação em Ciência da Informação","n. XX ENANCIB","2019","Gt 8 - Informação e Tecnologia</a>","","No domínio bibliográfico foi desenvolvido o modelo conceitual Functional Requirements for Bibliographic Records (FRBR) e a proposta das orientações Resource Description and Acess (RDA) para a descrição de recursos, a fim de atender as necessidades de informação no cenário tecnológico vigente. O objetivo dessa pesquisa foi o estudo dos FRBR e RDA, no intuito de identificar o estado da arte sobre as tendências do domínio bibliográfico e se os mesmos podem ser aplicados em repositórios institucionais digitais. O aporte teórico e metodológico da Revisão Sistemática da Literatura (RSL) propiciou o mapeamento e a identificação de elementos-chave para responder à questão de pesquisa. A proposta de criação de um perfil de aplicação de metadados baseado em FRBR e RDA em repositórios institucionais digitais foi desenvolvida a partir da extração de requisitos teóricos e metodológicos mapeados pela literatura científica internacional. Acredita-se que o perfil proposto se apresenta como um ponto de partida para o desenvolvimento de ferramentas e de aplicações que aproximem o domínio bibliográfico dos repositórios institucionais digitais.@pt-BR ","122527","https://brapci.inf.br/index.php/res/v/122527","https://brapci.inf.br/https://brapci.inf.br/index.php/res/download/152082"
"GONZáLEZ, Fabio Ernesto Tuso","Prueba piloto de implementación del estándar de catalogación RDA en Colombia@es-ES","Palabra Clave (Argentina)","n. 2, v. 6 No 2","2017","Dossier: Gestión de la Información: Dilema Y Perspectiva</a>","","La Biblioteca Nacional de Colombia, como ente rector en la formulación, coordinación y ejecución de políticas, planes y programas relacionados con el procesamiento técnico del patrimonio bibliográfico y documental colombiano, lideró la prueba piloto de implementación del estándar de catalogación RDA en Colombia. Esta prueba piloto, cuenta actualmente con la participación de diferentes unidades de información del país como la Biblioteca Luis Ángel Arango, la Biblioteca Pública Piloto de Medellín, el Instituto Caro y Cuervo, el SENA, Corpoica, la Corporación Biblioteca Rafael Carrillo Luquez, la Fundación Universitaria de Ciencias de la Salud FUCS (Fundación Universitaria Ciencias de la Salud, la Universidad de Antioquia, la Universidad de ? El Bosque?, la Universidad del Valle, la Universidad Javeriana, la Universidad Nacional de Colombia (Manizales), la Universidad Pontificia Bolivariana y la Universidad Santo Tomás, todas ellas interesadas en estudiar la norma y establecer políticas de aplicación de forma consensuada, además de reconocer los cambios e impactos de su implementación. En este sentido, para la prueba piloto RDA se han efectuado reuniones periódicas, tanto presenciales como virtuales, con el objetivo de trabajar en la creación de registros RDA, los cuales son aplicables a todo tipo de recursos y contenidos, en especial a los del entorno digital. La experiencia de esta prueba piloto representa un referente para la implementación de la norma RDA en América Latina, dado que ha generado diversos productos: adaptación de software libre y configuración de los SIB (Sistema Integrado de Bibliotecas) de las entidades participantes para el modelo de metadatos, etiquetas y campos fijos MARC21 necesarios para la elaboración de registros RDA, elaboración de registros (obra, expresión, manifestación, autoridad: personal, corporativo y de familia), creación de un foro especializado para intercambiar, publicar, poner al servicio avances y, finalmente, elaborar manuales relacionados con la creación de registros. Considerando la importancia de esta prueba piloto para América Latina, este artículo presenta todos los aspectos relevantes de su desarrollo, los resultados obtenidos y los pasos a seguir en el futuro.@es-ES The National Library of Colombia, as the guiding agency in the formulation, coordination and execution of policies, plans and programs related to technical processing of Colombian bibliographic and documentary heritage, led the pilot test for implementing of the RDA cataloging standard in Colombia. This pilot test, currently has the participation of different information units in the country, such as the Luis Ángel Arango Library, the Pilot Public Library of Medellín, the Caro and Cuervo Institute, the SENA, Corpoica, the Rafael Carrillo Luquez Library Corporation, the University Foundation of Health Sciences, the University of Antioquía, the University of ?El Bosque?, The University of ?Del Valle?, the Javeriana University, the National University of Colombia (Manizales), the ?Pontificia Bolivariana? University, and the ?Santo Tomás? University, all of them interested in studying the norm and establishing implementation policies in a consensual way, in addition to recognize the changes and impacts of its implementation. In this sense, for the RDA pilot test, there have been carried out meetings, both face-to-face and virtual, with the objective of working on RDA records creation, to be applicable to all resources and content types, especially to those coming from the digital environment. The experience of this pilot test represents a reference for the implementation of RDA standard in Latin America, to the extent that it has generated some outcomes: free software adaptation, as well as the configuration of ILS (Integrated Library System) of participating entities for the metadata model, MARC fields and fixed-length data elements, that are necessary for the creation of RDA records (work, expression, manifestation, as well as personal, corporate and family authorities); establishment of a specialized forum to exchange, publish, make advances, and finally, develop manuals related to records creation. Considering the importance of this pilot test for Latin America, the article shows all relevant aspects of its development, the results obtained and the steps to be taken in the future.@en ","65015","https://brapci.inf.br/index.php/res/v/65015","https://brapci.inf.br/https://brapci.inf.br/index.php/res/download/79758"
"GROEHS, Adriane; CARRARO, Jéssica; PEREIRA, Ana Maria","A Implantação da RDA em bibliotecas universitárias e bibliotecas nacionais no cenário mundial@pt-BR","Revista ACB: Biblioteconomia em Santa Catarina","n. 3, v. 26, p. 1-10","2021","Artigo</a>","Biblioteconomia; Rda; Catalogacao; Biblioteca; Catalogacao em rda","A catalogação é um recurso essencial ao acesso à informação, sendo indispensável a percepção dos catalogadores sobre a implantação da Resource Description and Access no que tange às funções impulsionadoras da nova diretriz à tomada de decisão e evolução tecnológica da Biblioteconomia. O objetivo da pesquisa foi verificar o processo da implantação da Resource Description and Access nas bibliotecas universitárias e nas Bibliotecas Nacionais. Como metodologia, utilizou-se a abordagem de investigação descritiva com levantamento de dados por meio de questionário online. Os dados parciais obtidos apontam para demanda de capacitações e adaptações de softwares de automação compatíveis.@pt-BR ","168712","https://brapci.inf.br/index.php/res/v/168712","https://brapci.inf.br/https://brapci.inf.br/index.php/res/download/169543"
"RODRIGUES, Marcia Carvalho","Nomes de Família como Pontos de Acesso Autorizados de um Registro Bibliográfico@pt-BR","BIBLOS - Revista do Instituto de Ciências Humanas e da Informação","n. 1, v. 27, p. 71-92","2013","Artigo</a>","1 ciencia da informacao; Biblioteconomia; Nome de familia; Ccaa; Rda; Formato marc 21 para dado de autoridade","A padronização dos nomes de família segundo regras de catalogação tem sido ineficaz até o momento. O Código de Catalogação Anglo-Americano (CCAA), não identifica as famílias como entidades capazes de autoria, o que impossibilita o tratamento adequado deste tipo de informação nos registros bibliográficos. O Recursos: Descrição e Acesso (RDA), novo conjunto de regras de catalogação, permitirá o uso de nomes de família como autores, estabelecendo regras para sua formação. Este artigo buscará discutir o que é um nome de família sob a perspectiva da representação descritiva, tecendo considerações sobre o tratamento dado aos nomes de família pelo RDA, identificando as mudanças decorrentes do novo código no formato MARC 21 para Dados de Autoridade.@pt-BR ","23401","https://brapci.inf.br/index.php/res/v/23401","https://brapci.inf.br/https://brapci.inf.br/index.php/res/download/56623"
"HUBNER, Marcos Leandro Freitas; TEIXEIRA, Marcelo Votto; BAPTISTA, Michele Marques","O RDA no controle de autoridades do Sistema de Bibliotecas da Universidade de Caxias do Sul@pt-BR","Bibliotecas Universitárias: pesquisas, experiências e perspectivas","n. 2, v. 4","2017","Artigo</a>","1 ciencia da informacao","O artigo apresenta um estudo de caso acerca da implantação das novas regras sobre catalogação, a Resource Description and Acess (RDA), no catálogo de autoridades do Sistema de Bibliotecas da Universidade de Caxias do Sul (UCS). Acompanha o histórico da biblioteca da UCS e a evolução dos sistemas utilizados, que culminaram no atual catálogo de autoridades. Transcreve os estudos realizados sobre a alteração das regras, para o controle de autoridades, na comparação entre o Anglo-American Cataloguing Rules 2.ed (AACR2) e a RDA e as percepções teóricas adquiridas destes estudos. Discorre sobre as políticas adotadas pela equipe de bibliotecários para a implantação do novo código no catálogo de autoridades e a definição dos campos do MARC autoridades a serem utilizados. A conclusão é dada com exemplos de autoridades cadastradas no catálogo da biblioteca e o impacto gerado na comunidade acadêmica que utiliza este serviço.@pt-BR ","107291","https://brapci.inf.br/index.php/res/v/107291","https://brapci.inf.br/https://brapci.inf.br/index.php/res/download/109856"
"ARELLANO, Filiberto Felipe Martínez","Introducción: retos de la implementación de RDA en las bibliotecas de América Latina@es-ES","Palabra Clave (Argentina)","n. 2, v. 6 No 2","2017","Dossier: Gestión de la Información: Dilema Y Perspectiva</a>","","Introducción@es-ES ","64893","https://brapci.inf.br/index.php/res/v/64893","https://brapci.inf.br/https://brapci.inf.br/index.php/res/download/79714"
"MACEDO, Leila Fidelis; SILVEIRA, Naira","Documentos fotográficos: elementos para representação@pt-BR","Revista Brasileira de Educação em Ciência da Informação","v. 8","2021","</a>","Analise documental; Codigo de catalogacao; Documento fotografico; Photographic documents; Analisis de documentos; Codigos de catalogacion; Documentos fotograficos; Document analysis; Cataloging codes","Discorre acerca da análise documental de fotografias e do uso dos códigos de catalogação na elaboração do registro bibliográfico desse tipo de documento. Adota como metodologia a pesquisa documental e descritiva, que tem por objetivo analisar a representação documental de fotografias, com base no Código de Catalogação Anglo-Americano (AACR) e na norma Recursos: Descrição e Acesso (RDA). Para isso, foram elencadas as regras presentes nesses códigos e suas diferenças foram apontadas, além de destacar as características das imagens fotográficas. Conclui-se que o registro bibliográfico sofreu mudanças com o surgimento da norma RDA, porém essas mudanças não incluem as dimensões expressivas das fotografias, isto é, as técnicas utilizadas na captura da imagem como lentes, posição da câmera, luminosidade entre outras variáveis. Por possuir características peculiares, esse tipo de documento necessita ser melhor estudado para sua representação ser adequada ao usuário e tipo de biblioteca.@pt-BR Este artículo trata del análisis documental de las fotografías y del uso de los códigos de catalogación en la elaboración del registro bibliográfico de este tipo de documentos. Adopta como metodología la investigación documental y pretende analizar la representación documental de las fotografías, basándose en el Código de Catalogación Angloamericano (AACR) y en la norma Recursos: Descripción y Acceso (RDA). Para ello, se enumeraron las normas presentes en estos códigos y se señalaron sus diferencias, además de destacar las características de las imágenes fotográficas. La conclusión es que el registro bibliográfico ha sufrido cambios con la aparición de la norma RDA, pero estos cambios no incluyen las dimensiones expresivas de las fotografías, es decir, las técnicas utilizadas en la captación de la imagen como los objetivos, la posición de la cámara, la luminosidad entre otras variables. Por tener características peculiares, este tipo de documento necesita ser mejor estudiado para que su representación sea adecuada al usuario y al tipo de biblioteca.&nbsp;@es-ES Expose the documentary analysis of photographs and the use of cataloging codes in the elaboration of the bibliographic record of this type of document. It adopts as a methodology the documentary and descriptive research, which aims to analyze the documentary representation of photographs, based on the Anglo-American Cataloging Code (AACR) and the standard Resources: Description and Access (RDA). For that, the rules present in these codes were listed and their differences were pointed out, in addition to highlighting the characteristics of the photographic images. It is concluded that the bibliographic record underwent changes with the appearance of the RDA standard, however these changes do not include the expressive dimensions of the photographs, that is, the techniques used to capture the image such as lenses, camera position, brightness, among other variables. As it has peculiar characteristics, this type of document needs to be better studied for its representation to be suitable for the user and type of library.@en ","165704","https://brapci.inf.br/index.php/roboti/v/165704","https://brapci.inf.br/https://brapci.inf.br/index.php/res/download/166427"
"GUIMARãES, Fernanda Xavier; LINS, Ivana Aparecida Borges; QUARESMA, Jamilli Cristina da Silva","Representação descritiva de conteúdos digitais: reflexões sobre a catalogação das lives do projeto registros de informação (SIBI/UFBA)@pt-BR","Revista Fontes Documentais","n. ed., v. 4, p. 38-50","2021","</a>","Representacao da informacao; Disseminacao da informacao; Conteudo digital; Catalogacao tematica; Biblioteconomia; Catalogacao descritiva","A representação descritiva dos conteúdos digitais das lives do projeto Registros de Informação do Sistema de Bibliotecas da UFBA (SIBI/UFBA) é a temática abordada neste artigo, resultado de inquietações e discussões sobre como as bibliotecas universitárias da UFBA podem tornar acessíveis as lives produzidas no contexto Covid-19 para posterior recuperação, disseminação, preservação e memória. Nesse sentido, buscou-se refletir sobre a necessidade de competências e habilidades profissionais sobre representação descritiva dos conteúdos produzidos no ambiente digital. A pesquisa revelou que o Código de Catalogação Anglo-Americano (AACR2) tem sido adaptado para atender a essa realidade, embora, o Resource Description and Access (RDA) seja a norma de catalogação projetada para o ambiente digital. Os resultados demonstraram a relevância em definir um padrão específico para a catalogação de lives, objetivando promover o acesso, a disseminação, o uso e a preservação do conhecimento produzido on-line por meio do AACR2, bem como a necessidade de qualificação profissional para a utilização do novo padrão adotado para catalogação de recursos dessanatureza, a exemplo do código de catalogação RDA. Conclui-se que é imprescindível traçar novos contornos para a catalogação de conteúdos informacionais on-line, sobretudo das lives que transitam significativamente no mundo virtual, assim como, considerar a necessidade de competências e habilidades voltados para o uso do RDA como código para tratar os conteúdos produzidos em meio digital.@pt-BR ","193855","https://brapci.inf.br/index.php/res/v/193855",""
"GóMEZ, Paola Andrea Picco","El cambio en la designación general de material (DGM) de las AACR a las RDA: Definición de los atributos tipo de contenido, tipo de medio y tipo de soporte@es-ES","Palabra Clave (Argentina)","n. 2, v. 1 No 2, p. 1-12","2012","Artículo</a>","","Se aborda el estudio de los atributos tipo de contenido, tipo de medio y tipo de soporte definidos por el código de catalogación Resource Description and Access (RDA) para solucionar los problemas que presentaba la lista de términos utilizadas para registrar la designación general de material (DGM) en las Anglo American Cataloging Rules (AACR). Los términos eran ambiguos combinando aspectos referidos al contenido y clase de material del recurso. Se parte de una exhaustiva revisión bibliográfica y del estudio de los documentos que se generaron en el proceso de elaboración del nuevo código. Se menciona el trabajo conjunto entre el Joint Steering Committee (JSC) y el estándar ONIX para el establecimiento de criterios que permitieron definir estos tres atributos, así como el aporte del modelo FRBR en la definición de los mismos. Se presentan ejemplos de registros bibliográficos donde se utilizan estos tres atributos en formato MARC21, ISBD consolidada a partir de la definición del área 0 y en el esquema de metadatos Dublin Core. Se finaliza destacando la necesidad de continuar con investigaciones que permitan concluir sobre la adecuación de estos tres atributos a las necesidades de los catalogadores, usuarios y a la realidad tecnológica@es-ES A study of the attributes content type, media type and carrier type defined in Resource Description and Access (RDA) is presented. These attributes were defined to solve the problem presented by the general material designation (GMD) terms listed in Anglo American Cataloging Rules (AACR). These terms presented ambiguity combining content and format aspects which made them difficult to use. An exhaustive bibliography revision was held in order to carry out this study, including the discussion documents used to elaborate the new code. It is mentioned the collaborative work among Joint Steering Committee (JSC) and Onix Standard in the definition of criteria which allowed the establishment of the new attributes. It is also enhanced the contribution of FRBR model to the definition process. MARC21, ISBD consolidated with the application of 0 area, and Dublin Core examples are presented to show how these three new attributes are recorded. The study finishes remarking the necessity of continuing researching on the subject in order to conclude on the adequacy of these attributes@en ","61270","https://brapci.inf.br/index.php/res/v/61270","https://brapci.inf.br/https://brapci.inf.br/index.php/res/download/78624"
"TABOSA, Hamilton Rodrigues; PAES, Denyse Maria Borges","FERRAMENTAS TECNOLÓGICAS NA REPRESENTAÇÃO DESCRITIVA DE DOCUMENTOS: abordagem como conteúdo e como instrumentos@pt-BR","Biblionline","n. 1, v. 8","2012","Relato de Experiência</a>","","Apresenta algumas reflexões acerca de: a) da necessidade de conhecimento de novas ferramentas utilizadas no tratamento da informação, na perspectiva do ensino da representação descritiva, além de mostrar os metadados como elementos facilitadores da catalogação descritiva e b) como vem sendo realizado o ensino de catalogação no curso de Biblioteconomia da Universidade Federal do Ceará ? Campus Fortaleza ? e suas implicações. Como metodologia foi realizado, primeiramente, um levantamento bibliográfico sobre o tema, através do qual foi possível ter acesso aos trabalhos de teóricos como Arellano, Assumpção, Lancaster, dentre outros. Empreendeu-se um estudo da proposta de um novo código de catalogação denominado Descrição de Recursos e Acesso (RDA), feita pelo Joint Steering Committee for Revision of AACR (JSC AACR), responsável pela revisão do AACR, pois apesar de ainda estar em processo de elaboração, deve substituir o AACR em breve, de modo que alertamos quanto à necessidade de conhecimento dessa ferramenta por parte de professores de catalogação e bibliotecários.Palavras-chave: Representação Descritiva da Informação. Metadados. RDA.@pt-BR Presents some thoughts about a) the need for knowledge of new tools used in information processing, in view of the teaching of descriptive representation and displaying metadata as the enablers of descriptive cataloging and b) as has been done teaching cataloging Librarianship in the course of the Federal University of Ceará - Fortaleza Campus - and its implications. The methodology was accomplished, first, a literature on the subject, by which it was possible to have access to the work of theorists like Arellano, Assumption, Lancaster, among others. Undertook a study of the proposal for a new cataloging code called Resource Description and Access (RDA), given by the Joint Steering Committee for Revision of AACR (JSC AACR), responsible for revision of AACR, as though still in process preparation, must replace the AACR soon, so that warned about the need for knowledge of this tool by teachers and librarians in cataloging.@en ","16767","https://brapci.inf.br/index.php/res/v/16767","https://brapci.inf.br/https://brapci.inf.br/index.php/res/download/51885"
"PALHARES, Maria Cristina","Proposta de catalogação para acervo de indumentárias do Museu da Imigração de São Paulo@pt-BR","Revista Brasileira de Biblioteconomia e Documentação","n. 3, v. 15, p. 94-123","2019","Artigo</a>","Rda; Representacao descritiva; Museu da imigracao; Indumentaria; Descriptive representation; Museum of immigration; Clothing","Este artigo aborda a representação descritiva para a organização de uma coleção de indumentárias no Museu da Imigração do Estado de São Paulo. O objetivo visa apresentar uma proposta de catalogação, a partir de uma peça de indumentária, baseando-se em dados fornecidos pela analista de documentação do museu, utilizando os princípios da IFLA e o código RDA (Resource Description and Access), a fim de contribuir com a recuperação da informação de forma mais detalhada e eficaz para o pesquisador. A metodologia utilizada consiste no levantamento bibliográfico acerca da história da catalogação, que ampara alguns conceitos e definições sobre indumentária; e um estudo de campo in loco, para a verificação do acervo composto por, aproximadamente, 700 peças de indumentárias, entre acessórios e roupas. O aporte teórico que sustenta a pesquisa inclui autores do campo da Ciência da Informação, História e História da Moda, como Mey, Silveira, Barbosa, Braga e Cotrim.@pt-BR This article deals with the descriptive representation for the organization of a collection of clothes in the Museum of Immigration of the State of São Paulo. The objective is to present a proposal for cataloging, from a piece of clothing, based on data provided by the museum´s documentation analyst, using IFLA principles and the Resource Description and Access (RDA) code, in order to contribute with the retrieval of information in a more detailed and effective way for the researcher. The methodology used consists of a bibliographical survey about the history of cataloging, which supports some concepts and definitions about clothing; and an on-site field study, for the verification of the collection composed of approximately 700 pieces of clothing, among accessories and clothing. The theoretical support that supports the research includes authors from the field of Information Science, History and History of Fashion, such as Mey, Silveira, Barbosa, Braga and Cotrim@en ","121263","https://brapci.inf.br/index.php/res/v/121263","https://brapci.inf.br/https://brapci.inf.br/index.php/res/download/121432"
"ALARCóN, Maria Osuna","A norma RDA: Recursos, Descrição e Acesso e a adaptação à mudança nos sistemas bibliográficos em Espanha@pt-BR","Revista Ibero-Americana de Ciência da Informação","n. 1, v. 8 No 1, p. 22-39","2015","Artigo</a>","","Quando decorreu um ano da implementação da norma RDA e nos EUA, consideramos necessário a atualização do tema para entender o momento em que nos encontramos. Esta norma é uma grande mudança na catalogação de documentos e a recuperação de informação da biblioteca via web. Mediante o contato com os profissionais responsáveis de sua implantação constatamos que o sucesso de sua aplicação na Espanha depende de como se comporta a mudança. Para isso é imprescindível a coordenação entre os diferentes grupos de bibliotecas espanholas. A coordenação para sua implantação passa em primeiro lugar pela criação de um consórcio de gestão do investimento que seria um elemento essencial para obter resultados imediatos. O sucesso seria mais ou menos visível, custoso e rápido de pendendo da coordenação em sua implementação. A chave está em como ocorre a inovação pelo Sistema Integrado de Gestão Bibliotecaria. A adaptação dos atuais sistemas pode gerar um custo importante para os orçamentos de nossas bibliotecas. Muitas bibliotecas preferirão mudar de sistema, outras terão que assumir os novos custos das atualizações, etc. A realidade é que uma posição forte e unida por parte dos usuários potenciais permitirá poupar na mudança de modelo tecnológico.@pt-BR ","73358","https://brapci.inf.br/index.php/res/v/73358","https://brapci.inf.br/https://brapci.inf.br/index.php/res/download/87581"
"SERRA, Liliana Giusti","Bibliotecas do futuro e o foco no usuário@pt-BR","CRB8 Digital","n. 1, v. 6","2013","Artigo Científico</a>","Biblioteca digital; Rda; Usurio; Contedo digital","Este artigo busca destacar as mudanças que ocorrem na área da biblioteconomia e como o bibliotecário pode posicionar-se perante este cenário de transição, realinhando os objetivos de seu trabalho com as inovações tecnológicas, a crescente oferta de conteúdo digital, aos novos usuários e suas demandas informacionais, as recentes diretivas para descrição de acervos e o próprio espaço da biblioteca, de forma a consolidar-se, reescrevendo seu papel na sociedade como um agente fundamental para identificação, localização e acesso às informações.@pt-BR ","10270","https://brapci.inf.br/index.php/res/v/10270","https://brapci.inf.br/https://brapci.inf.br/index.php/res/download/46844"
"MOSTAFA, Solange Puntel; SEGUNDO, José Eduardo SANTARÉM; SABBAG, Deise Maria Antonio","Descrição Bibliográfica na era da Web Semântica: por uma nova noção de documento@pt-BR","Informação & Sociedade: Estudos","n. 2, v. 26","2016","Artigo de Revisão</a>","1 ciencia da informacao; Biblioteconomia; Tecnologia da informacao; Descricao bibliografica; Agenciamento; Linked data","A partir da filosofia pragmatista de William James a qual valoriza a noção de fragmentação e a junção disjuntiva de fragmentos, bem como a partir da filosofia francesa do pós-68 delineou-se a noção de documento como agenciamento permitindo assim traçar a evolução de protocolos para a descrição bibliográfica desde o AACR, passando pelo modelo conceitual FRBR, RDA e chegando à Web Semântica onde são identificadas estruturas rizomáticas de representação do conhecimento.  @pt-BR ","93056","https://brapci.inf.br/index.php/res/v/93056","https://brapci.inf.br/https://brapci.inf.br/index.php/res/download/95459"
"SANTOS, Marcelo Nair dos","Contribuições de Andrew Maunsell à catalogação: uma breve narrativa do cabeçalho ?Bíblia?@pt-BR","Informação & Informação","n. 2, v. 23, p. 152-180","2018","Dossiê Temático</a>","Maunsell; Andrew; ?-1596. entrada; Regra de catalogacao","Introdução: As contribuições de Andrew Maunsell influenciaram amplamente a concepção de pontos de acesso às entradas dos catálogos das bibliotecas no transcurso dos anos, uma vez que muitas delas ainda estão em catálogos e nas regras de catalogação anglo-americanas, como é o caso do cabeçalho titular ?Bíblia?, empregado para reunir as entradas dessa obra no catálogo. Objetivo: Traçar o contexto histórico do livreiro londrino, com o fim de conhecer como ele idealizou o cabeçalho e como o empregou em seu tempo, e examinar historicamente como o cabeçalho ?Bíblia? se efetivou nos catálogos e nas regras catalográficas posteriores, de modo a investigar como isso foi apropriado pela Catalogação para representar a obra sagrada. Metodologia: Pesquisa bibliográfica e documental. Resultados: A catalogação foi incorporando subcabeçalhos alusivos aos atributos da obra sagrada, os quais influenciaram a disposição das entradas dessa obra em dimensão vertical e horizontal. Ademais, a partir do cabeçalho ?Bíblia?, a catalogação pôde desenvolver o fundamento e os princípios do título uniforme para representar outras obras. Isso nem sempre se deu coerentemente porque o título uniforme foi desestruturado por subcabeçalhos estranhos à representação da obra sagrada. Ante a essa situação, modelos bibliográficos da catalogação e a normativa ?Resource Description and Access? (RDA) foram concebidos para reduzir as impropriedades da catalogação, como as existentes nos subcabeçalhos dessa obra. Conclusões: A normativa RDA oferece meios de representar singularmente a Bíblia nos pontos de acesso dos registros bibliográficos alusivos às publicações dessa obra, a despeito das ressalvas contornáveis que possam haver. Assim, Maunsell plantou essa e outras práticas catalográficas que foram regadas por aqueles que desenvolveram a catalogação no transcurso dos anos.@pt-BR ","33225","https://brapci.inf.br/index.php/res/v/33225","https://brapci.inf.br/https://brapci.inf.br/index.php/res/download/44520"
"GóMEZ, Paola Andrea Picco","RDA: el alcance internacional del nuevo Código de Catalogación@es","Transinformação","n. 3, v. 19, p. 219-226","2007","Artigo</a>","Descripcion bibliografica; Bibliographic description; Catalogacion; Reglas de catalogacion; Control de autoridades; Cataloguing; Cataloguing code; Authority control","Este artículo resume los grandes cambios conceptuales que sustentan al nuevo Código de Catalogación, cuanto a herramienta que va a facilitar la normalización y permitir alcanzar el tan anhelado control bibliográfico universal. El artículo comienza con una revisión histórica de la catalogación y los inicios de la cooperación, para luego describir los modelos conceptuales que sustentarán al nuevo Código de Catalogación y enfatizar las ventajas que ofrecerá al usuario. Se explica como se organizará este nuevo Código y los cambios en la terminología utilizada, para finalizar analizando el alcance internacional que han tenido las Reglas y que tendrá el nuevo Código. Corresponde destacar que, si bien las Reglas de Catalogación Angloamericanas han sido traducidas a varios idiomas y adoptadas por varios países como Código de Catalogación, solo los cuatro países anglosajones, que integran el Joint Steering Committee (Estados Unidos, Canadá, Reino Unido y Australia) han tenido un papel protagónico en la elaboración y revisión de las mismas.@es The most important changes which support the new Cataloguing Code are presented as a tool which facilitates the standardization and as a way to reach the so-wished Universal Bibliographic Control. A historic review of Cataloguing, including the beginning of cooperation in the subject, is included. The conceptual models which support the new Code and the benefits which it will bring to the users are analysed. The new organization of the Code and the new terminology adopted are explained; finishing with the analysis of the international reach of AACR and the new Code. The article stresses the fact that although AACR has been translated into several languages and adopted by many countries as their Cataloguing Code, the elaboration and revision of the Code has been conducted only by the four countries members of the Joint Steering Committee for Revision of AACR (USA, Canada, United Kingdom and Australia).@en ","115934","https://brapci.inf.br/index.php/res/v/115934","https://brapci.inf.br/https://brapci.inf.br/index.php/res/download/118057"
"GARCI?A, Ariel Alejandro Rodri?guez","Elementos para reflexionar sobre el nuevo estaÌndar para la descripcioÌn y acceso a recursos@es-ES","Biblioteca Universitária","n. 1, v. 13, p. 55-63","2010","Artículo</a>","","El propoÌsito de este trabajo es comentar los elementos que deben tomarse en cuenta para valorar y juzgar el nuevo estaÌndar para la descripcioÌn y acceso a recursos (RDA en ingleÌs). Con base en el anaÌlisis de diversos puntos de vista de la comunidad de catalogacioÌn internacional y nacional se elaboran una serie de ideas que permitan dilucidar las exigencias del cambio terminoloÌgico, de las tradiciones bibliograÌficas y del efecto globalizador que subyace en el discurso del estaÌndar. No es la intencioÌn de este trabajo marcar una preferencia a favor o en contra del nuevo paradigma que se estaÌ planteando para la creacioÌn y desarrollo de los sistemas de recuperacioÌn de informacioÌn, sino hacer notar que para aceptarlo se debe atender tambieÌn el cambio tecnoloÌgico. El estudio produce varios argumentos con relacioÌn a Â¿queÌ se entiende por estaÌndar nuevo? Â¿cuaÌl es su significado? y Â¿cuaÌles son sus nuevas caracteriÌsticas?@es-ES The purpose of this paper is to discuss the factors to be taken into account to assess and judge the new standard for Resource Description and Access (RDA). Based on the analysis of different points of view of the national and international cataloging community a range of ideas are produced to clarify the requirements of terminological change, bibliographic traditions and the effect of globalization that underlies the speech of such standard. It is not the intention of this study to show preference for or against the new paradigm that is considering the creation and development of information retrieval systems, but to note that, to accept, it should also address technological change. The study produced several arguments regarding to: what is meant by the new standard? What is its significance? And what are its new features?@en ","143769","https://brapci.inf.br/index.php/res/v/143769","https://brapci.inf.br/https://brapci.inf.br/index.php/res/download/143970"
